log,label
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.65.203:50010 is added to blk_8693960090226565974 size 67108864,filesystem_error
Receiving block blk_8948624301149724995 src: /10.251.26.131:59411 dest: /10.251.26.131:50010,api_request
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.74.192:50010 is added to blk_8693960090226565974 size 67108864,api_request
Receiving block blk_97166147087111921 src: /10.251.39.192:35358 dest: /10.251.39.192:50010,api_request
Receiving block blk_-5943236831140622436 src: /10.251.30.134:53940 dest: /10.251.30.134:50010,api_request
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.7.32:50010 is added to blk_-402712920386909980 size 67108864,filesystem_error
PacketResponder 2 for block blk_-3890498788709431098 terminating,network_error
PacketResponder 2 for block blk_-3229867691344414430 terminating,network_error
Received block blk_-3890498788709431098 of size 67108864 from /10.251.215.16,api_request
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.7.96:50010 is added to blk_-2061112640193963879 size 67108864,api_request
BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000712_0/part-00712. blk_-7646259861420382780,filesystem_error
BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000415_0/part-00415. blk_3380979111295043814,filesystem_error
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.15.198:50010 is added to blk_1631179288873364876 size 67108864,filesystem_error
PacketResponder 2 for block blk_-5075281238358203500 terminating,network_error
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.123.132:50010 is added to blk_-2478725565708611354 size 67108864,filesystem_error
Received block blk_-3229867691344414430 of size 67108864 from /10.251.43.21,api_request
Receiving block blk_-2733306378095838778 src: /10.251.215.16:56831 dest: /10.251.215.16:50010,api_request
PacketResponder 0 for block blk_4625274985432880454 terminating,network_error
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.30.6:50010 is added to blk_-4003429123057279759 size 67108864,filesystem_error
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.5.237:50010 is added to blk_-2786408031062577003 size 67108864,filesystem_error
Received block blk_-5075281238358203500 of size 67108864 from /10.251.198.33,api_request
Received block blk_4625274985432880454 of size 67108864 from /10.251.111.130,api_request
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.30.6:50010 is added to blk_8081855625225189487 size 67108864,api_request
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.123.99:50010 is added to blk_-402712920386909980 size 67108864,api_request
Receiving block blk_-7055046348731387655 src: /10.251.31.160:59324 dest: /10.251.31.160:50010,api_request
Receiving block blk_-5943236831140622436 src: /10.251.30.134:36990 dest: /10.251.30.134:50010,api_request
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.214.18:50010 is added to blk_313462939647146257 size 67108864,filesystem_error
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.91.84:50010 is added to blk_3789259493257927466 size 67108864,filesystem_error
Verification succeeded for blk_4852227678728169541,authentication_success
PacketResponder 0 for block blk_8782208400278719319 terminating,network_error
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.123.1:50010 is added to blk_-2401344551726058630 size 67108864,api_request
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.106.37:50010 is added to blk_4605973202398610041 size 67108864,api_request
BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000459_0/part-00459. blk_-2583364997400510787,filesystem_error
PacketResponder 2 for block blk_-7813505325404814073 terminating,network_error
Received block blk_-7813505325404814073 of size 67108864 from /10.251.38.197,api_request
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.67.113:50010 is added to blk_6097741244282888778 size 67108864,api_request
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.126.255:50010 is added to blk_4534426333428888985 size 67108864,filesystem_error
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.42.84:50010 is added to blk_-5356068163082614379 size 67108864,api_request
Received block blk_8782208400278719319 of size 67108864 from /10.251.31.160,api_request
BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000499_0/part-00499. blk_-2496142279117518004,filesystem_error
BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000137_0/part-00137. blk_-7453391683012592538,filesystem_error
BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000349_0/part-00349. blk_-1705106607238317189,filesystem_error
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.7.146:50010 is added to blk_6097741244282888778 size 67108864,api_request
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.66.102:50010 is added to blk_-5356068163082614379 size 67108864,filesystem_error
BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000608_0/part-00608. blk_7703578533341739184,filesystem_error
PacketResponder 0 for block blk_-8719013163248570074 terminating,network_error
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.193.175:50010 is added to blk_313462939647146257 size 67108864,filesystem_error
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.203.4:50010 is added to blk_-7686356201822676456 size 67108864,api_request
PacketResponder 1 for block blk_4041624061581285161 terminating,network_error
BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000697_0/part-00697. blk_398451617297365078,filesystem_error
BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000760_0/part-00760. blk_7946959404637598194,filesystem_error
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.199.225:50010 is added to blk_-5620918626619516154 size 67108864,filesystem_error
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.29.239:50010 is added to blk_-8296880933210608104 size 67108864,filesystem_error
BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000611_0/part-00611. blk_-7725125028658915023,filesystem_error
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.38.197:50010 is added to blk_-8208966329614548928 size 67108864,api_request
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.127.243:50010 is added to blk_-1782386932691433013 size 67108864,filesystem_error
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.110.160:50010 is added to blk_-2929623786234498912 size 67108864,api_request
Received block blk_4041624061581285161 of size 67108864 from /10.251.107.196,api_request
PacketResponder 2 for block blk_-5224454667988347448 terminating,network_error
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.71.97:50010 is added to blk_-8296880933210608104 size 67108864,filesystem_error
BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000720_0/part-00720. blk_3849222345809742029,filesystem_error
Received block blk_-5224454667988347448 of size 67108864 from /10.251.71.146,api_request
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.198.196:50010 is added to blk_-8856211891486528880 size 67108864,api_request
Received block blk_-8719013163248570074 of size 67108864 from /10.251.43.210,api_request
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.110.196:50010 is added to blk_-8296880933210608104 size 67108864,api_request
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.110.196:50010 is added to blk_4018923393939546231 size 67108864,api_request
Receiving block blk_-2954113619284156045 src: /10.250.6.191:46803 dest: /10.250.6.191:50010,api_request
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.195.52:50010 is added to blk_-1782386932691433013 size 67108864,filesystem_error
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.31.85:50010 is added to blk_313462939647146257 size 67108864,filesystem_error
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.91.229:50010 is added to blk_-933512214233668771 size 67108864,api_request
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.199.19:50010 is added to blk_4534426333428888985 size 67108864,filesystem_error
BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000516_0/part-00516. blk_-2789622180344500080,filesystem_error
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.71.240:50010 is added to blk_6523914693513653213 size 67108864,filesystem_error
Receiving block blk_-4358861442329520889 src: /10.251.38.53:51311 dest: /10.251.38.53:50010,api_request
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.123.99:50010 is added to blk_750848192117179744 size 67108864,api_request
BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000325_0/part-00325. blk_-5326721847686164116,filesystem_error
PacketResponder 1 for block blk_4605387128493718325 terminating,filesystem_error
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.197.226:50010 is added to blk_-2061112640193963879 size 67108864,filesystem_error
PacketResponder 1 for block blk_-8719013163248570074 terminating,network_error
BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000646_0/part-00646. blk_-5874656005545583085,filesystem_error
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.203.149:50010 is added to blk_4534426333428888985 size 67108864,filesystem_error
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.203.129:50010 is added to blk_-8856211891486528880 size 67108864,filesystem_error
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.65.237:50010 is added to blk_-2478725565708611354 size 67108864,filesystem_error
Received block blk_4605387128493718325 of size 67108864 from /10.251.25.237,api_request
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.39.192:50010 is added to blk_-7738534585403284719 size 67108864,api_request
BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000552_0/part-00552. blk_3556492567840444123,filesystem_error
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.67.113:50010 is added to blk_1631179288873364876 size 67108864,api_request
Received block blk_-967996491121599783 of size 67108864 from /10.251.106.10,api_request
BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000436_0/part-00436. blk_8771642778823756157,filesystem_error
PacketResponder 0 for block blk_-967996491121599783 terminating,network_error
Received block blk_-8719013163248570074 of size 67108864 from /10.251.38.53,api_request
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.27.63:50010 is added to blk_-5620918626619516154 size 67108864,filesystem_error
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.111.37:50010 is added to blk_8081855625225189487 size 67108864,api_request
PacketResponder 1 for block blk_-5075281238358203500 terminating,network_error
PacketResponder 0 for block blk_-7738534585403284719 terminating,network_error
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.71.97:50010 is added to blk_1726271502412816449 size 67108864,filesystem_error
Received block blk_-967996491121599783 of size 67108864 from /10.251.91.229,api_request
Received block blk_-5075281238358203500 of size 67108864 from /10.251.198.33,api_request
BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000584_0/part-00584. blk_-4466400088552187062,filesystem_error
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.7.146:50010 is added to blk_1631179288873364876 size 67108864,filesystem_error
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.73.188:50010 is added to blk_3789259493257927466 size 67108864,filesystem_error
Received block blk_-7738534585403284719 of size 67108864 from /10.251.39.192,api_request
Receiving block blk_-372632911736985200 src: /10.251.125.193:40324 dest: /10.251.125.193:50010,api_request
PacketResponder 2 for block blk_-7084167786157129167 terminating,network_error
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.199.150:50010 is added to blk_-933512214233668771 size 67108864,filesystem_error
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.13.188:50010 is added to blk_-1782386932691433013 size 67108864,api_request
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.31.180:50010 is added to blk_-8208966329614548928 size 67108864,filesystem_error
Received block blk_-7084167786157129167 of size 67108864 from /10.251.203.149,api_request
PacketResponder 0 for block blk_-2786408031062577003 terminating,network_error
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.67.113:50010 is added to blk_8081855625225189487 size 67108864,api_request
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.15.240:50010 is added to blk_-8856211891486528880 size 67108864,filesystem_error
Received block blk_-2786408031062577003 of size 67108864 from /10.251.31.5,api_request
BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000574_0/part-00574. blk_3623513225228342200,filesystem_error
BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000701_0/part-00701. blk_3998373347099073880,filesystem_error
Receiving block blk_-4279066583359914908 src: /10.251.90.134:39290 dest: /10.251.90.134:50010,api_request
PacketResponder 0 for block blk_-2061112640193963879 terminating,network_error
Received block blk_-2061112640193963879 of size 67108864 from /10.251.197.226,api_request
Receiving block blk_-6714539128345632048 src: /10.251.25.237:41167 dest: /10.251.25.237:50010,api_request
BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000715_0/part-00715. blk_4822695719005003037,filesystem_error
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.10.176:50010 is added to blk_6523914693513653213 size 67108864,filesystem_error
PacketResponder 1 for block blk_-7813505325404814073 terminating,network_error
BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000312_0/part-00312. blk_-8403863219461152282,filesystem_error
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.199.225:50010 is added to blk_-8208966329614548928 size 67108864,filesystem_error
BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000621_0/part-00621. blk_-1423679051830694670,filesystem_error
PacketResponder 2 for block blk_-2061112640193963879 terminating,filesystem_error
Receiving block blk_-4279066583359914908 src: /10.251.203.149:57173 dest: /10.251.203.149:50010,api_request
Received block blk_-7813505325404814073 of size 67108864 from /10.251.38.197,api_request
Received block blk_-2061112640193963879 of size 67108864 from /10.251.106.37,api_request
BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000456_0/part-00456. blk_-3027885019087022953,filesystem_error
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.5.161:50010 is added to blk_-2401344551726058630 size 67108864,filesystem_error
Receiving block blk_1774305573023321883 src: /10.250.10.213:42850 dest: /10.250.10.213:50010,api_request
PacketResponder 0 for block blk_-402712920386909980 terminating,network_error
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.38.197:50010 is added to blk_-5356068163082614379 size 67108864,api_request
PacketResponder 2 for block blk_-1782386932691433013 terminating,network_error
Received block blk_-1782386932691433013 of size 67108864 from /10.251.127.243,api_request
PacketResponder 0 for block blk_-1782386932691433013 terminating,network_error
PacketResponder 0 for block blk_3789259493257927466 terminating,network_error
Received block blk_-402712920386909980 of size 67108864 from /10.251.123.99,api_request
Receiving block blk_-598955920782630733 src: /10.251.107.196:33233 dest: /10.251.107.196:50010,api_request
PacketResponder 2 for block blk_313462939647146257 terminating,network_error
Received block blk_313462939647146257 of size 67108864 from /10.251.31.85,api_request
Received block blk_3789259493257927466 of size 67108864 from /10.251.73.188,api_request
Received block blk_-1782386932691433013 of size 67108864 from /10.250.13.188,api_request
Receiving block blk_7752251494354522012 src: /10.251.91.229:50043 dest: /10.251.91.229:50010,api_request
PacketResponder 2 for block blk_-8427803867590461345 terminating,network_error
PacketResponder 0 for block blk_-933512214233668771 terminating,network_error
Received block blk_-8427803867590461345 of size 67108864 from /10.251.199.86,api_request
PacketResponder 0 for block blk_-2478725565708611354 terminating,network_error
PacketResponder 0 for block blk_-8296880933210608104 terminating,network_error
Received block blk_-2478725565708611354 of size 67108864 from /10.251.123.132,api_request
PacketResponder 1 for block blk_-933512214233668771 terminating,filesystem_error
Received block blk_6097741244282888778 of size 67108864 from /10.251.199.150,api_request
PacketResponder 1 for block blk_6097741244282888778 terminating,network_error
Received block blk_-933512214233668771 of size 67108864 from /10.251.127.243,api_request
Received block blk_-963887220294303910 src: /10.251.39.179:38008 dest: /10.251.39.179:50010 of size 3561367,api_request
Receiving block blk_7379833155074044619 src: /10.251.38.197:42457 dest: /10.251.38.197:50010,api_request
PacketResponder 1 for block blk_-8856211891486528880 terminating,network_error
Received block blk_-933512214233668771 of size 67108864 from /10.251.199.150,api_request
PacketResponder 1 for block blk_-2401344551726058630 terminating,network_error
Received block blk_-8296880933210608104 of size 67108864 from /10.251.110.196,api_request
PacketResponder 1 for block blk_-8208966329614548928 terminating,network_error
Received block blk_-2401344551726058630 of size 67108864 from /10.251.123.1,api_request
Receiving block blk_1207568959074804298 src: /10.251.90.81:37743 dest: /10.251.90.81:50010,api_request
PacketResponder 0 for block blk_6097741244282888778 terminating,network_error
Received block blk_-8208966329614548928 of size 67108864 from /10.251.199.225,api_request
Received block blk_6097741244282888778 of size 67108864 from /10.250.7.146,api_request
PacketResponder 1 for block blk_-1782386932691433013 terminating,network_error
PacketResponder 0 for block blk_4041624061581285161 terminating,network_error
PacketResponder 0 for block blk_-5356068163082614379 terminating,network_error
Received block blk_-8856211891486528880 of size 67108864 from /10.250.15.240,api_request
PacketResponder 2 for block blk_-8296880933210608104 terminating,network_error
Received block blk_4041624061581285161 of size 67108864 from /10.251.111.37,api_request
Receiving block blk_8652779608730262978 src: /10.251.107.50:60123 dest: /10.251.107.50:50010,api_request
Received block blk_-1782386932691433013 of size 67108864 from /10.251.127.243,api_request
Received block blk_-5356068163082614379 of size 67108864 from /10.251.38.197,api_request
PacketResponder 0 for block blk_-8427803867590461345 terminating,network_error
PacketResponder 1 for block blk_-2478725565708611354 terminating,network_error
Received block blk_-8296880933210608104 of size 67108864 from /10.251.29.239,api_request
PacketResponder 0 for block blk_-5620918626619516154 terminating,network_error
Received block blk_-402712920386909980 of size 67108864 from /10.251.31.242,api_request
Receiving block blk_-6212811321158770182 src: /10.251.73.188:36727 dest: /10.251.73.188:50010,api_request
PacketResponder 2 for block blk_-402712920386909980 terminating,network_error
PacketResponder 2 for block blk_4605973202398610041 terminating,network_error
Receiving block blk_7752251494354522012 src: /10.250.15.198:48455 dest: /10.250.15.198:50010,api_request
Received block blk_4605973202398610041 of size 67108864 from /10.251.106.37,api_request
PacketResponder 0 for block blk_-8856211891486528880 terminating,network_error
Received block blk_-2478725565708611354 of size 67108864 from /10.251.214.225,api_request
Receiving block blk_1817732267541489826 src: /10.250.14.38:35511 dest: /10.250.14.38:50010,api_request
Received block blk_-8856211891486528880 of size 67108864 from /10.251.203.129,api_request
Receiving block blk_-2733306378095838778 src: /10.251.74.79:36831 dest: /10.251.74.79:50010,api_request
Received block blk_-5620918626619516154 of size 67108864 from /10.251.199.225,api_request
Receiving block blk_4548739026758822283 src: /10.251.197.161:56794 dest: /10.251.197.161:50010,api_request
Receiving block blk_-6714539128345632048 src: /10.251.25.237:48346 dest: /10.251.25.237:50010,api_request
PacketResponder 1 for block blk_-4003429123057279759 terminating,network_error
Receiving block blk_-4279066583359914908 src: /10.251.203.149:59579 dest: /10.251.203.149:50010,api_request
PacketResponder 2 for block blk_-2401344551726058630 terminating,network_error
Receiving block blk_7703578533341739184 src: /10.251.199.19:35203 dest: /10.251.199.19:50010,api_request
PacketResponder 1 for block blk_8081855625225189487 terminating,network_error
Received block blk_8081855625225189487 of size 67108864 from /10.251.30.6,api_request
Receiving block blk_-8403863219461152282 src: /10.251.30.6:48183 dest: /10.251.30.6:50010,api_request
PacketResponder 1 for block blk_1631179288873364876 terminating,network_error
Receiving block blk_-7055046348731387655 src: /10.251.201.204:56433 dest: /10.251.201.204:50010,api_request
PacketResponder 0 for block blk_-7686356201822676456 terminating,network_error
Received block blk_-2401344551726058630 of size 67108864 from /10.251.123.1,api_request
Received block blk_-7686356201822676456 of size 67108864 from /10.251.194.147,api_request
PacketResponder 2 for block blk_-5356068163082614379 terminating,network_error
Receiving block blk_-6365457978943624335 src: /10.251.31.160:36095 dest: /10.251.31.160:50010,api_request
PacketResponder 1 for block blk_1726271502412816449 terminating,network_error
Received block blk_1631179288873364876 of size 67108864 from /10.251.67.113,api_request
Received block blk_-4003429123057279759 of size 67108864 from /10.250.11.194,api_request
Receiving block blk_2775713868141410685 src: /10.251.199.86:33724 dest: /10.251.199.86:50010,api_request
PacketResponder 1 for block blk_-402712920386909980 terminating,network_error
PacketResponder 2 for block blk_-2478725565708611354 terminating,network_error
Receiving block blk_-2954113619284156045 src: /10.250.6.191:41009 dest: /10.250.6.191:50010,api_request
Received block blk_-5356068163082614379 of size 67108864 from /10.251.42.84,api_request
Received block blk_-402712920386909980 of size 67108864 from /10.251.31.242,api_request
Receiving block blk_8909107483987085802 src: /10.251.198.33:40893 dest: /10.251.198.33:50010,api_request
PacketResponder 2 for block blk_8081855625225189487 terminating,network_error
Received block blk_1726271502412816449 of size 67108864 from /10.251.122.79,api_request
PacketResponder 1 for block blk_750848192117179744 terminating,network_error
Receiving block blk_-598955920782630733 src: /10.251.107.196:38484 dest: /10.251.107.196:50010,api_request
Received block blk_8081855625225189487 of size 67108864 from /10.251.30.6,api_request
Received block blk_750848192117179744 of size 67108864 from /10.251.74.134,api_request
Receiving block blk_2775713868141410685 src: /10.251.199.86:57788 dest: /10.251.199.86:50010,api_request
PacketResponder 1 for block blk_313462939647146257 terminating,network_error
writeBlock blk_-6714539128345632048 received exception java.io.IOException: Could not read from stream,filesystem_error
PacketResponder 1 for block blk_-5356068163082614379 terminating,network_error
Received block blk_-2478725565708611354 of size 67108864 from /10.251.214.225,api_request
API responded with 409 Conflict [ID:1561],api_error
Gateway unreachable [ID:3430],network_error
Timeout accessing resource [ID:5098],service_timeout
Password attempt failed [ID:2335],authentication_failure
API responded with 409 Conflict [ID:2839],api_error
Directory /tmp/cache not accessible [ID:9103],filesystem_error
File not found: /etc/config.json [ID:2946],filesystem_error
Token validated successfully [ID:9826],authentication_success
Token invalid: signature mismatch [ID:3958],authentication_failure
POST /webhook processed [ID:7830],api_request
Disk quota exceeded for user 'app' [ID:7723],resource_exhaustion
Cache eviction storm detected [ID:1661],resource_exhaustion
Symbolic link loop detected [ID:7158],filesystem_error
Packet loss exceeded 5% [ID:6808],network_error
Password attempt failed [ID:1779],authentication_failure
Request stalled in queue [ID:1156],service_timeout
Login succeeded [ID:1064],authentication_success
Authentication failed: invalid password [ID:7941],authentication_failure
Permission denied: /var/log/syslog [ID:7531],filesystem_error
Certificate validation fail for site example.com [ID:8914],security_alert
Unable to write to log file [ID:2911],filesystem_error
Health probe timed out [ID:3396],service_timeout
API responded with 409 Conflict [ID:9049],api_error
Database unreachable: timeout [ID:7099],database_error
Token invalid: signature mismatch [ID:2508],authentication_failure
Session established for user 'root' [ID:6140],authentication_success
Relation 'users' does not exist [ID:8079],database_error
API timeout while waiting for upstream [ID:6889],api_error
YAML syntax error at line 10 [ID:9279],configuration_error
PUT /api/items failed [ID:5838],api_error
Connection refused by host [ID:4711],network_error
Successfully authenticated user 'service_account' [ID:7837],authentication_success
Blocked by firewall: inbound connection from blacklisted IP [ID:5054],security_alert
Missing environment variable 'API_KEY' [ID:1324],configuration_error
Gateway unreachable [ID:8619],network_error
PUT /api/user/123 received [ID:3550],api_request
Authentication failed: invalid password [ID:3776],authentication_failure
User 'guest' blocked after failed login attempts [ID:7326],authentication_failure
No space left on device [ID:6757],filesystem_error
TLS handshake error [ID:4452],network_error
Thread pool exhausted [ID:7706],resource_exhaustion
API error: internal server error [ID:5124],api_error
Out of memory: Kill process 1234 (java) [ID:3190],resource_exhaustion
Invalid XML structure [ID:8722],configuration_error
Invalid credential provided for user 'jdoe' [ID:5224],authentication_failure
File not found: /etc/config.json [ID:7966],filesystem_error
YAML syntax error at line 10 [ID:2513],configuration_error
No space left on device [ID:3847],filesystem_error
Packet loss exceeded 5% [ID:5502],network_error
Malware detected in file upload [ID:9576],security_alert
Kerberos authentication failed [ID:2808],authentication_failure
Authentication failed: invalid password [ID:4702],authentication_failure
Authentication succeeded [ID:2196],authentication_success
